VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee,PU_Borough,PU_Zone,PU_service_zone,DO_Borough,DO_Zone,DO_service_zone
2,2025-06-01 00:19:30,2025-06-01 00:23:43,1,0.69,1,N,249,234,1,6.5,1.0,0.5,1.84,0.0,1.0,14.09,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:28:09,2025-06-01 00:32:36,1,0.9,1,N,164,161,1,7.2,1.0,0.5,1.94,0.0,1.0,14.89,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,Midtown Center,Yellow Zone
2,2025-06-01 00:26:55,2025-06-01 00:38:47,1,3.02,1,N,142,42,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Central Harlem North,Boro Zone
2,2025-06-01 00:21:09,2025-06-01 00:34:44,1,2.42,1,N,231,68,1,14.9,1.0,0.5,0.01,0.0,1.0,20.66,2.5,0.0,0.75,Manhattan,TriBeCa/Civic Center,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:11:17,2025-06-01 00:51:58,1,13.53,1,N,137,91,1,58.3,1.0,0.5,2.8,0.0,1.0,66.85,2.5,0.0,0.75,Manhattan,Kips Bay,Yellow Zone,Brooklyn,Flatlands,Boro Zone
2,2025-06-01 00:21:14,2025-06-01 00:36:49,1,6.42,1,N,48,244,1,28.2,1.0,0.5,5.09,0.0,1.0,39.04,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Washington Heights South,Boro Zone
2,2025-06-01 00:56:12,2025-06-01 01:05:38,1,2.14,1,N,48,237,2,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone
2,2025-06-01 00:09:04,2025-06-01 00:16:33,1,1.83,1,N,141,239,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0.0,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
2,2025-06-01 00:44:51,2025-06-01 00:57:14,1,2.68,1,N,100,141,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75,Manhattan,Garment District,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:09:21,2025-06-01 00:34:31,1,4.29,1,N,107,97,1,25.4,1.0,0.5,6.23,0.0,1.0,37.38,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Brooklyn,Fort Greene,Boro Zone
2,2025-06-01 00:58:46,2025-06-01 01:06:06,1,0.67,1,N,211,144,1,7.9,1.0,0.5,1.0,0.0,1.0,14.65,2.5,0.0,0.75,Manhattan,SoHo,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
2,2025-06-01 00:15:12,2025-06-01 00:17:47,1,0.16,1,N,113,113,2,4.4,1.0,0.5,0.0,0.0,1.0,10.15,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
2,2025-06-01 00:18:11,2025-06-01 00:18:21,1,0.02,1,N,113,113,4,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-8.75,-2.5,0.0,-0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
2,2025-06-01 00:18:11,2025-06-01 00:18:21,1,0.02,1,N,113,113,4,3.0,1.0,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
2,2025-06-01 00:22:15,2025-06-01 00:26:32,1,0.87,1,N,113,234,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:29:00,2025-06-01 00:40:54,2,1.66,1,N,234,125,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,Hudson Sq,Yellow Zone
2,2025-06-01 00:12:55,2025-06-01 00:21:56,2,1.8,1,N,239,141,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
1,2025-06-01 00:17:16,2025-06-01 00:23:10,1,1.3,1,N,142,236,1,7.9,3.5,0.5,2.6,0.0,1.0,15.5,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
7,2025-06-01 00:36:11,2025-06-01 00:36:11,1,1.09,1,N,246,50,2,8.6,0.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Clinton West,Yellow Zone
7,2025-06-01 00:59:41,2025-06-01 00:59:41,1,0.48,1,N,50,48,1,5.1,0.0,0.5,2.71,0.0,1.0,13.56,2.5,0.0,0.75,Manhattan,Clinton West,Yellow Zone,Manhattan,Clinton East,Yellow Zone
1,2025-06-01 00:02:05,2025-06-01 00:04:22,1,0.4,1,N,158,90,1,5.1,4.25,0.5,2.7,0.0,1.0,13.55,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Flatiron,Yellow Zone
1,2025-06-01 00:06:16,2025-06-01 00:17:12,1,1.9,1,N,90,231,2,11.4,4.25,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75,Manhattan,Flatiron,Yellow Zone,Manhattan,TriBeCa/Civic Center,Yellow Zone
1,2025-06-01 00:23:48,2025-06-01 00:28:49,1,0.9,1,N,249,68,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
1,2025-06-01 00:30:58,2025-06-01 00:44:55,1,1.9,1,N,158,148,1,13.5,4.25,0.5,1.5,0.0,1.0,20.75,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Lower East Side,Yellow Zone
1,2025-06-01 00:46:31,2025-06-01 00:52:11,1,1.0,1,N,148,4,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75,Manhattan,Lower East Side,Yellow Zone,Manhattan,Alphabet City,Yellow Zone
1,2025-06-01 00:52:50,2025-06-01 01:04:13,1,1.9,1,N,4,68,1,11.4,4.25,0.5,3.45,0.0,1.0,20.6,2.5,0.0,0.75,Manhattan,Alphabet City,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
1,2025-06-01 00:27:46,2025-06-01 00:42:52,1,1.5,1,N,249,264,1,14.2,4.25,0.5,3.95,0.0,1.0,23.9,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Unknown,,
2,2025-06-01 00:08:41,2025-06-01 00:22:52,1,5.17,1,N,141,232,1,22.6,1.0,0.5,2.0,0.0,1.0,30.35,2.5,0.0,0.75,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone
1,2025-06-01 00:08:38,2025-06-01 00:21:12,1,0.0,1,N,49,232,1,21.5,0.0,0.5,0.0,0.0,1.0,23.0,0.0,0.0,0.0,Brooklyn,Clinton Hill,Boro Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone
1,2025-06-01 00:50:26,2025-06-01 00:55:12,1,0.8,1,N,42,41,1,6.5,1.0,0.5,1.8,0.0,1.0,10.8,0.0,0.0,0.0,Manhattan,Central Harlem North,Boro Zone,Manhattan,Central Harlem,Boro Zone
2,2025-06-01 00:06:57,2025-06-01 00:39:22,1,7.39,1,N,231,202,1,35.9,1.0,0.5,2.0,0.0,1.0,43.65,2.5,0.0,0.75,Manhattan,TriBeCa/Civic Center,Yellow Zone,Manhattan,Roosevelt Island,Boro Zone
2,2025-06-01 00:35:22,2025-06-01 00:55:42,1,9.1,1,N,138,238,1,38.0,6.0,0.5,11.34,6.94,1.0,68.03,2.5,1.75,0.0,Queens,LaGuardia Airport,Airports,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:56:50,2025-06-01 01:03:38,1,0.86,1,N,238,239,1,7.9,1.0,0.5,3.87,0.0,1.0,16.77,2.5,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
1,2025-06-01 00:38:51,2025-06-01 00:52:29,1,4.1,1,N,186,151,1,18.4,4.25,0.5,4.8,0.0,1.0,28.95,2.5,0.0,0.75,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Manhattan Valley,Yellow Zone
1,2025-06-01 00:08:39,2025-06-01 00:25:30,0,0.3,1,N,246,48,1,14.9,4.25,0.5,4.1,0.0,1.0,24.75,2.5,0.0,0.75,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Clinton East,Yellow Zone
1,2025-06-01 00:37:08,2025-06-01 00:40:20,0,0.5,1,N,142,142,1,5.8,3.5,0.5,1.0,0.0,1.0,11.8,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:24:05,2025-06-01 00:33:13,1,2.01,1,N,239,141,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:42:25,2025-06-01 00:50:54,1,2.0,1,N,236,142,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:10:20,2025-06-01 00:18:18,4,0.95,1,N,230,186,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
2,2025-06-01 00:26:49,2025-06-01 00:37:14,2,1.23,1,N,164,68,1,10.7,1.0,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:40:25,2025-06-01 00:42:30,1,0.6,1,N,68,100,2,5.1,1.0,0.5,0.0,0.0,1.0,10.85,2.5,0.0,0.75,Manhattan,East Chelsea,Yellow Zone,Manhattan,Garment District,Yellow Zone
2,2025-06-01 00:57:18,2025-06-01 01:03:20,1,1.15,1,N,237,262,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Yorkville East,Yellow Zone
1,2025-06-01 00:21:18,2025-06-01 00:34:39,1,2.3,1,N,238,74,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,East Harlem North,Boro Zone
2,2025-06-01 00:16:15,2025-06-01 00:34:14,1,2.48,1,N,48,249,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:37:33,2025-06-01 00:41:54,1,1.33,1,N,249,68,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:42:30,2025-06-01 00:48:29,1,1.23,1,N,186,163,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Midtown North,Yellow Zone
7,2025-06-01 00:08:49,2025-06-01 00:08:49,2,2.27,1,N,170,144,1,15.6,0.0,0.5,3.2,0.0,1.0,24.55,2.5,0.0,0.75,Manhattan,Murray Hill,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
7,2025-06-01 00:47:21,2025-06-01 00:47:21,1,0.94,1,N,114,79,1,7.9,0.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,East Village,Yellow Zone
7,2025-06-01 00:52:49,2025-06-01 00:52:49,1,0.76,1,N,79,107,1,5.8,0.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Gramercy,Yellow Zone
1,2025-06-01 00:21:21,2025-06-01 00:38:07,1,3.2,1,N,249,237,1,17.0,4.25,0.5,5.7,0.0,1.0,28.45,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone
1,2025-06-01 00:59:51,2025-06-01 01:07:49,1,1.5,1,N,144,87,1,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,Financial District North,Yellow Zone
1,2025-06-01 00:24:22,2025-06-01 00:47:27,1,5.3,1,N,231,239,1,25.4,4.25,0.5,6.25,0.0,1.0,37.4,2.5,0.0,0.75,Manhattan,TriBeCa/Civic Center,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
1,2025-06-01 00:56:16,2025-06-01 01:14:30,1,4.1,1,N,239,90,1,19.1,4.25,0.5,4.95,0.0,1.0,29.8,2.5,0.0,0.75,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Flatiron,Yellow Zone
2,2025-05-31 23:53:28,2025-06-01 00:06:34,1,2.15,1,N,142,140,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone
2,2025-06-01 00:30:32,2025-06-01 00:48:34,1,4.42,1,N,79,236,1,21.2,1.0,0.5,3.0,0.0,1.0,29.95,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:46:48,2025-06-01 01:05:54,1,3.67,1,N,148,163,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75,Manhattan,Lower East Side,Yellow Zone,Manhattan,Midtown North,Yellow Zone
2,2025-06-01 00:20:54,2025-06-01 00:25:21,1,0.57,1,N,246,246,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone
2,2025-06-01 00:32:35,2025-06-01 00:44:42,1,1.6,1,N,246,48,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Clinton East,Yellow Zone
2,2025-06-01 00:48:00,2025-06-01 01:01:23,1,3.79,1,N,87,107,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75,Manhattan,Financial District North,Yellow Zone,Manhattan,Gramercy,Yellow Zone
2,2025-06-01 00:36:50,2025-06-01 01:06:43,1,9.4,1,N,114,116,1,42.9,1.0,0.5,7.3,0.0,1.0,55.95,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Hamilton Heights,Boro Zone
1,2025-06-01 00:37:30,2025-06-01 00:43:11,1,1.3,1,N,238,75,1,8.6,1.0,0.5,2.8,0.0,1.0,13.9,0.0,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,East Harlem South,Boro Zone
2,2025-06-01 00:01:23,2025-06-01 00:21:33,1,10.47,1,N,138,229,1,40.8,6.0,0.5,7.0,6.94,1.0,67.24,2.5,1.75,0.75,Queens,LaGuardia Airport,Airports,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
1,2025-06-01 00:26:44,2025-06-01 00:36:38,1,2.0,1,N,144,164,1,10.7,4.25,0.5,3.3,0.0,1.0,19.75,2.5,0.0,0.75,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,Midtown South,Yellow Zone
2,2025-06-01 00:35:56,2025-06-01 01:00:12,1,3.41,1,N,234,66,2,23.3,1.0,0.5,0.0,0.0,1.0,29.05,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2025-06-01 00:16:56,2025-06-01 00:31:11,1,2.9,1,N,237,224,2,14.9,4.25,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone
1,2025-06-01 00:39:44,2025-06-01 00:50:57,2,3.0,1,N,107,141,1,14.2,4.25,0.5,3.95,0.0,1.0,23.9,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:01:45,2025-06-01 00:21:55,1,3.76,1,N,113,142,1,21.2,1.0,0.5,5.39,0.0,1.0,32.34,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:13:25,2025-06-01 00:24:26,1,1.36,1,N,234,249,1,11.4,1.0,0.5,4.29,0.0,1.0,21.44,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:29:44,2025-06-01 00:40:55,1,1.97,1,N,234,48,1,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,Clinton East,Yellow Zone
1,2025-06-01 00:03:20,2025-06-01 00:23:57,0,6.3,1,N,90,166,1,29.6,3.25,0.5,4.0,0.0,1.0,38.35,2.5,0.0,0.75,Manhattan,Flatiron,Yellow Zone,Manhattan,Morningside Heights,Boro Zone
2,2025-06-01 00:45:44,2025-06-01 00:50:25,1,0.82,1,N,164,170,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,Murray Hill,Yellow Zone
2,2025-06-01 00:08:09,2025-06-01 00:15:41,1,1.03,1,N,79,144,1,8.6,1.0,0.5,1.5,0.0,1.0,15.85,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
2,2025-06-01 00:42:13,2025-06-01 00:57:44,1,3.25,1,N,48,249,1,17.7,1.0,0.5,4.0,0.0,1.0,27.45,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:29:41,2025-06-01 00:41:55,2,2.24,1,N,79,164,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Midtown South,Yellow Zone
2,2025-05-31 23:57:27,2025-06-01 00:08:30,3,1.55,1,N,158,68,1,12.1,1.0,0.5,2.0,0.0,1.0,19.85,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:42:18,2025-06-01 00:44:40,1,0.37,1,N,137,170,1,4.4,1.0,0.5,2.03,0.0,1.0,12.18,2.5,0.0,0.75,Manhattan,Kips Bay,Yellow Zone,Manhattan,Murray Hill,Yellow Zone
2,2025-06-01 00:46:10,2025-06-01 00:49:45,2,0.9,1,N,170,162,1,6.5,1.0,0.5,1.84,0.0,1.0,14.09,2.5,0.0,0.75,Manhattan,Murray Hill,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:16:32,2025-06-01 00:34:21,1,4.22,1,N,162,226,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75,Manhattan,Midtown East,Yellow Zone,Queens,Sunnyside,Boro Zone
1,2025-06-01 00:22:10,2025-06-01 00:35:13,1,2.2,1,N,113,161,1,14.9,4.25,0.5,4.1,0.0,1.0,24.75,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Midtown Center,Yellow Zone
2,2025-06-01 00:05:15,2025-06-01 00:08:40,1,0.66,1,N,232,4,1,5.8,1.0,0.5,1.0,0.0,1.0,12.55,2.5,0.0,0.75,Manhattan,Two Bridges/Seward Park,Yellow Zone,Manhattan,Alphabet City,Yellow Zone
2,2025-06-01 00:33:45,2025-06-01 00:46:18,1,2.35,1,N,68,161,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75,Manhattan,East Chelsea,Yellow Zone,Manhattan,Midtown Center,Yellow Zone
2,2025-06-01 00:13:39,2025-06-01 00:20:25,1,1.27,1,N,148,79,1,8.6,1.0,0.5,3.59,0.0,1.0,17.94,2.5,0.0,0.75,Manhattan,Lower East Side,Yellow Zone,Manhattan,East Village,Yellow Zone
2,2025-06-01 00:21:31,2025-06-01 00:27:27,1,0.65,1,N,79,79,2,7.2,1.0,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,East Village,Yellow Zone
2,2025-06-01 00:28:34,2025-06-01 00:49:08,1,3.85,1,N,79,48,1,21.2,1.0,0.5,5.39,0.0,1.0,32.34,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Clinton East,Yellow Zone
1,2025-06-01 00:44:21,2025-06-01 00:53:59,1,2.6,1,N,4,87,1,13.5,4.25,0.5,5.0,0.0,1.0,24.25,2.5,0.0,0.75,Manhattan,Alphabet City,Yellow Zone,Manhattan,Financial District North,Yellow Zone
2,2025-06-01 00:38:21,2025-06-01 00:41:18,1,0.43,1,N,114,113,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
1,2025-06-01 00:12:55,2025-06-01 00:30:16,2,2.6,1,N,48,249,1,17.7,4.25,0.5,5.85,0.0,1.0,29.3,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,West Village,Yellow Zone
1,2025-06-01 00:43:21,2025-06-01 01:01:44,2,3.4,1,N,113,141,1,19.8,4.25,0.5,4.0,0.0,1.0,29.55,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:17:24,2025-06-01 00:25:40,1,1.52,1,N,114,68,1,10.0,1.0,0.5,1.0,0.0,1.0,16.75,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:28:59,2025-06-01 00:36:41,1,1.46,1,N,68,50,1,10.0,1.0,0.5,3.94,0.0,1.0,19.69,2.5,0.0,0.75,Manhattan,East Chelsea,Yellow Zone,Manhattan,Clinton West,Yellow Zone
2,2025-06-01 00:51:50,2025-06-01 01:01:52,1,0.74,1,N,230,186,2,10.0,1.0,0.5,0.0,0.0,1.0,15.75,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
1,2025-06-01 00:19:35,2025-06-01 00:36:04,1,2.0,1,N,158,144,1,15.6,4.25,0.5,0.0,0.0,1.0,21.35,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
1,2025-06-01 00:38:10,2025-06-01 01:06:52,2,6.6,1,N,144,7,1,33.1,4.25,0.5,0.0,0.0,1.0,38.85,2.5,0.0,0.75,Manhattan,Little Italy/NoLiTa,Yellow Zone,Queens,Astoria,Boro Zone
2,2025-06-01 00:26:44,2025-06-01 00:33:07,1,1.07,1,N,224,233,1,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone
2,2025-06-01 00:47:30,2025-06-01 01:06:32,1,4.04,1,N,234,238,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:26:12,2025-06-01 00:34:50,1,1.06,1,N,144,79,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,East Village,Yellow Zone
2,2025-06-01 00:35:33,2025-06-01 00:50:28,2,2.23,1,N,79,162,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:55:36,2025-06-01 01:19:53,3,8.24,1,N,230,243,1,37.3,1.0,0.5,8.61,0.0,1.0,51.66,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,Washington Heights North,Boro Zone
2,2025-06-01 00:00:20,2025-06-01 00:15:09,1,5.03,1,N,79,263,1,22.6,1.0,0.5,5.67,0.0,1.0,34.02,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Yorkville West,Yellow Zone
2,2025-06-01 00:20:57,2025-06-01 00:29:04,1,1.48,1,N,236,42,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Central Harlem North,Boro Zone
1,2025-06-01 00:50:46,2025-06-01 01:04:41,1,3.8,1,N,162,7,1,17.7,4.25,0.5,0.0,0.0,1.0,23.45,2.5,0.0,0.75,Manhattan,Midtown East,Yellow Zone,Queens,Astoria,Boro Zone
2,2025-06-01 00:20:14,2025-06-01 00:39:14,2,4.19,1,N,234,97,1,21.9,1.0,0.5,1.0,0.0,1.0,28.65,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Brooklyn,Fort Greene,Boro Zone
2,2025-06-01 00:17:33,2025-06-01 00:29:05,1,1.61,1,N,79,249,1,12.1,1.0,0.5,1.0,0.0,1.0,18.85,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:08:53,2025-06-01 00:25:28,1,3.12,1,N,113,107,1,18.4,1.0,0.5,1.85,0.0,1.0,26.0,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Gramercy,Yellow Zone
2,2025-06-01 00:47:10,2025-06-01 00:53:31,1,2.19,1,N,249,113,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
2,2025-06-01 00:09:26,2025-06-01 00:24:22,1,3.39,1,N,164,238,1,18.4,1.0,0.5,4.83,0.0,1.0,28.98,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:33:49,2025-06-01 00:48:50,1,3.36,1,N,239,116,2,18.4,1.0,0.5,0.0,0.0,1.0,23.4,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Hamilton Heights,Boro Zone
2,2025-06-01 00:25:56,2025-06-01 00:43:43,2,2.68,1,N,68,87,1,17.7,1.0,0.5,2.34,0.0,1.0,25.79,2.5,0.0,0.75,Manhattan,East Chelsea,Yellow Zone,Manhattan,Financial District North,Yellow Zone
